City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
220,Lata,PT,2022-02-05 13:32:29,40.1629,-8.3327,63.36,43,6,6.69
221,Flinders,AU,2022-02-05 13:32:30,-34.5833,150.8552,69.21,66,100,8.99
222,Kununurra,AU,2022-02-05 13:32:30,-15.7667,128.7333,76.98,100,100,3.44
223,Joshimath,IN,2022-02-05 13:32:30,30.5667,79.5667,34.39,64,20,6.98
224,Roma,US,2022-02-05 13:32:30,43.2128,-75.4557,14.65,87,84,1.01
225,Kudahuvadhoo,MV,2022-02-05 13:32:31,2.6708,72.8944,82.08,70,78,12.57
226,Avera,US,2022-02-05 13:32:31,33.194,-82.5271,36.28,55,60,10.25
227,San Pedro,PH,2022-02-05 13:32:46,14.35,121.0167,79.83,70,75,5.75
228,Ischia,IT,2022-02-05 13:32:47,40.7342,13.9471,59.56,83,100,8.01
229,Salinopolis,BR,2022-02-05 13:32:47,-0.6136,-47.3561,80.46,80,100,6.98
230,Bathsheba,BB,2022-02-05 13:32:48,13.2167,-59.5167,83.01,57,20,17.27
231,Dikson,RU,2022-02-05 13:32:48,73.5069,80.5464,-18.24,98,96,3.89
232,Mahajanga,MG,2022-02-05 13:32:48,-15.7167,46.3167,86.02,74,40,18.41
233,Jega,NG,2022-02-05 13:32:49,12.2175,4.3792,90.73,8,0,12.03
234,Sakakah,SA,2022-02-05 13:32:49,29.9697,40.2064,60.37,41,62,17.25
235,Rognan,NO,2022-02-05 13:32:49,67.0953,15.3878,37.54,83,95,12.39
236,Tvoroyri,FO,2022-02-05 13:32:49,61.5556,-6.8111,34.99,72,80,41.03
237,Brejo,BR,2022-02-05 13:32:50,-3.6844,-42.7503,87.19,61,100,3.53
238,Kloulklubed,PW,2022-02-05 13:32:50,7.0419,134.2556,81.1,80,21,23.2
239,Santa Luzia,BR,2022-02-05 13:32:50,-19.7697,-43.8514,75.34,86,100,3.44
240,Stornoway,GB,2022-02-05 13:32:51,58.2093,-6.3865,40.96,69,40,21.99
241,Kizukuri,JP,2022-02-05 13:32:51,40.8061,140.3861,26.11,61,100,13.44
242,Santa Fe,AR,2022-02-05 13:31:46,-31.6333,-60.7,75.02,64,0,8.01
243,Zhezkazgan,KZ,2022-02-05 13:32:51,47.8043,67.7144,17.58,79,0,13.42
244,Henties Bay,NA,2022-02-05 13:32:52,-22.116,14.2845,71.85,68,9,9.46
245,Nikolskoye,RU,2022-02-05 13:32:52,59.7035,30.7861,22.71,91,100,12.37
246,Baiyin,CN,2022-02-05 13:32:52,36.5583,104.2081,18.48,87,100,9.24
247,Sabha,LY,2022-02-05 13:32:52,27.0377,14.4283,67.62,15,0,4.36
248,Knyaze-Volkonskoye,RU,2022-02-05 13:32:53,48.4642,135.4567,-12.66,100,74,3.89
249,Aksu,CN,2022-02-05 13:32:53,41.1231,80.2644,26.62,42,24,5.53
250,Narsaq,GL,2022-02-05 13:32:53,60.9167,-46.05,7.02,69,0,6.08
251,Khatanga,RU,2022-02-05 13:32:54,71.9667,102.5,-34.29,100,79,2.04
252,Chapais,CA,2022-02-05 13:30:27,49.7834,-74.8492,-27.62,90,46,5.19
253,Ponta Do Sol,PT,2022-02-05 13:32:54,32.6667,-17.1,74.71,52,3,9.44
254,Aswan,EG,2022-02-05 13:32:54,24.0934,32.907,70.9,24,0,13.8
255,Sinnar,SD,2022-02-05 13:32:55,13.5691,33.5672,81.23,10,4,18.39
256,Vila Velha,BR,2022-02-05 13:32:55,-20.3297,-40.2925,80.55,78,40,14.97
257,Fort Nelson,CA,2022-02-05 13:30:21,58.8053,-122.7002,-8.01,77,100,4.61
258,Dunkirk,FR,2022-02-05 13:32:55,51.05,2.3667,51.03,57,28,5.01
259,Mehamn,NO,2022-02-05 13:32:55,71.0357,27.8492,19.99,87,90,16.44
260,Taltal,CL,2022-02-05 13:32:56,-25.4,-70.4833,70.93,66,0,5.39
261,Kismayo,SO,2022-02-05 13:32:56,-0.3582,42.5454,80.71,74,100,17.92
262,Saldanha,ZA,2022-02-05 13:32:57,-33.0117,17.9442,72.18,59,25,14.5
263,Sinait,PH,2022-02-05 13:29:28,17.8664,120.4583,73.65,75,8,9.8
264,Torbay,CA,2022-02-05 13:32:57,47.6666,-52.7314,50.49,98,100,24.16
265,Aklavik,CA,2022-02-05 13:32:57,68.2191,-135.0107,-31.97,96,9,6.31
266,Korem,ET,2022-02-05 13:32:57,12.5058,39.5228,61.07,51,90,10.67
267,Paramonga,PE,2022-02-05 13:32:58,-10.6667,-77.8333,72.19,79,36,6.51
268,Moree,AU,2022-02-05 13:32:58,-29.4667,149.85,66.22,59,11,10.36
269,Asau,RO,2022-02-05 13:32:59,46.4333,26.4,49.75,58,82,7.09
270,Tema,GH,2022-02-05 13:32:59,5.667,-0.0166,88.21,66,13,8.05
271,Itarantim,BR,2022-02-05 13:32:59,-15.6597,-40.0656,79.16,76,100,4.81
272,Springbok,ZA,2022-02-05 13:33:00,-29.6643,17.8865,92.95,19,42,18.9
273,Saint-Pierre,RE,2022-02-05 13:33:00,-21.3393,55.4781,83.88,70,100,9.22
274,Nanortalik,GL,2022-02-05 13:33:15,60.1432,-45.2371,14.34,59,4,32.28
275,Ketchikan,US,2022-02-05 13:31:11,55.3422,-131.6461,42.78,93,100,8.05
276,Kaitangata,NZ,2022-02-05 13:33:16,-46.2817,169.8464,48.42,83,71,4.03
277,Kpandu,GH,2022-02-05 13:33:16,6.9954,0.2931,85.5,42,5,4.45
278,Teya,RU,2022-02-05 13:33:16,60.3778,92.6267,19.33,89,100,9.62
279,Saint-Augustin,CA,2022-02-05 13:33:17,51.226,-58.6502,1.89,95,100,14.99
280,Bethel,US,2022-02-05 13:33:17,41.3712,-73.414,22.5,81,0,8.05
281,Pinawa,CA,2022-02-05 13:33:17,50.1489,-95.8811,-1.41,96,100,9.64
282,Buala,SB,2022-02-05 13:33:17,-8.145,159.5921,81.16,83,85,7.67
283,Lensk,RU,2022-02-05 13:33:18,60.7253,114.9278,-0.69,99,82,4.94
284,Krasnovishersk,RU,2022-02-05 13:33:18,60.4078,57.082,21.22,96,100,4.09
285,Clyde River,CA,2022-02-05 13:33:18,70.4692,-68.5914,-18.17,76,75,14.97
286,Puerto Escondido,MX,2022-02-05 13:33:18,15.85,-97.0667,72.55,53,0,6.02
287,Maniitsoq,GL,2022-02-05 13:33:19,65.4167,-52.9,7.23,83,100,15.3
288,Esso,RU,2022-02-05 13:33:19,55.9333,158.7,11.37,96,100,3.69
289,Severo-Kurilsk,RU,2022-02-05 13:33:19,50.6789,156.125,29.1,95,100,7.72
290,Lovozero,RU,2022-02-05 13:33:19,68.005,35.0117,12.24,93,100,11.77
291,Conakry,GN,2022-02-05 13:33:20,9.538,-13.6773,95.36,58,0,9.22
292,Ambon,ID,2022-02-05 13:33:20,-3.6954,128.1814,78.94,89,20,4.61
293,Richards Bay,ZA,2022-02-05 13:33:20,-28.783,32.0377,74.08,85,96,11.83
294,Pasighat,IN,2022-02-05 13:33:21,28.0667,95.3333,54.09,92,68,5.26
