City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
272,Holland,42.7875,-86.1089,18.01,74,100,4.61,US,2/5/2022 15:12,overcast clouds
273,Maksi,23.2667,76.15,63.63,23,0,1.9,IN,2/5/2022 15:12,clear sky
274,Kenai,60.5544,-151.2583,27.09,93,100,6.91,US,2/5/2022 15:09,overcast clouds
275,Namibe,-15.1961,12.1522,79.11,55,38,13.06,AO,2/5/2022 15:12,scattered clouds
276,That Phanom,16.9364,104.7104,62.4,72,73,10.85,TH,2/5/2022 15:12,broken clouds
277,Constitucion,-35.3333,-72.4167,70.23,55,0,11.65,CL,2/5/2022 15:12,clear sky
278,Gazli,40.1333,63.45,54.95,36,92,14.79,UZ,2/5/2022 15:12,overcast clouds
279,Lorengau,-2.0226,147.2712,80.76,79,27,9.37,PG,2/5/2022 15:12,scattered clouds
280,Ilulissat,69.2167,-51.1,6.82,51,75,13.8,GL,2/5/2022 15:12,broken clouds
281,San Rafael,-34.6177,-68.3301,57.78,74,100,9.8,AR,2/5/2022 15:12,overcast clouds
282,Faanui,-16.4833,-151.75,80.58,72,11,15.75,PF,2/5/2022 15:12,few clouds
283,Kulhudhuffushi,6.6221,73.07,80.87,70,25,11.41,MV,2/5/2022 15:04,scattered clouds
284,Lufilufi,-13.8745,-171.5986,76.78,77,98,15.86,WS,2/5/2022 15:12,light rain
285,Neijiang,29.5835,105.0622,47.53,76,100,4.72,CN,2/5/2022 15:12,overcast clouds
286,Valdivia,-39.8142,-73.2459,66.29,41,0,4.92,CL,2/5/2022 15:12,clear sky
287,Ostrovnoy,68.0531,39.5131,15.55,81,100,33.11,RU,2/5/2022 15:12,overcast clouds
288,Nivala,63.9167,24.9667,24.69,93,100,8.46,FI,2/5/2022 15:12,overcast clouds
289,Kontagora,10.3999,5.4695,94.93,9,22,4.34,NG,2/5/2022 15:08,few clouds
290,Polyarnyy,69.1989,33.4478,18.07,81,100,24.83,RU,2/5/2022 15:12,overcast clouds
291,Karatuzskoye,53.6072,92.8667,6.31,92,97,3.56,RU,2/5/2022 15:12,overcast clouds
292,Nanyang,32.9947,112.5328,36.93,43,99,7.96,CN,2/5/2022 15:12,overcast clouds
293,Igrim,63.1906,64.4162,1.31,98,100,2.86,RU,2/5/2022 15:03,overcast clouds
294,Airai,-8.9266,125.4092,61.03,90,93,1.77,TL,2/5/2022 15:12,overcast clouds
295,Lagos,6.5833,3.75,93.2,32,1,10,NG,2/5/2022 15:09,clear sky
296,Maraa,-1.8333,-65.3667,73.62,97,100,0.43,BR,2/5/2022 15:12,overcast clouds
297,Neiafu,-18.65,-173.9833,77.68,94,100,5.75,TO,2/5/2022 15:06,overcast clouds
298,Yuci,37.6803,112.7319,22.75,36,0,2.24,CN,2/5/2022 15:12,clear sky
299,Bonthe,7.5264,-12.505,87.46,54,87,14.38,SL,2/5/2022 15:12,overcast clouds
300,Novoagansk,61.9449,76.6625,-1.01,99,100,1.59,RU,2/5/2022 15:08,overcast clouds
301,Bubaque,11.2833,-15.8333,79.27,45,0,7.81,GW,2/5/2022 15:12,clear sky
302,Alofi,-19.0595,-169.9187,79.63,73,100,15.32,NU,2/5/2022 15:04,overcast clouds
303,Leh,34.1667,77.5833,-8.1,76,11,3.44,IN,2/5/2022 15:12,few clouds
304,Gimli,50.6336,-96.9907,0.12,96,100,11.77,CA,2/5/2022 15:08,light snow
305,Severo-Kurilsk,50.6789,156.125,28.72,95,100,7.56,RU,2/5/2022 15:12,light snow
306,Tainan,22.9908,120.2133,60.87,64,1,10.18,TW,2/5/2022 15:12,clear sky
307,Nago,26.5881,127.9761,59.07,66,100,14.05,JP,2/5/2022 15:12,overcast clouds
308,Chuy,-33.6971,-53.4616,76.21,70,100,6.73,UY,2/5/2022 15:12,overcast clouds
309,Kaitangata,-46.2817,169.8464,46.15,89,49,4.45,NZ,2/5/2022 15:12,scattered clouds
310,Narsaq,60.9167,-46.05,7.02,68,0,6.33,GL,2/5/2022 15:12,clear sky
311,Necochea,-38.5473,-58.7368,63.03,79,100,18.5,AR,2/5/2022 15:04,moderate rain
312,Kurchum,48.5722,83.6542,-3.05,83,3,2.75,KZ,2/5/2022 15:12,clear sky
313,Santa Helena De Goias,-17.8136,-50.5969,84.76,62,38,5.66,BR,2/5/2022 15:12,scattered clouds
314,Tazovskiy,67.4667,78.7,-6.16,100,99,5.53,RU,2/5/2022 15:03,overcast clouds
315,Jalingo,8.8833,11.3667,94.77,8,17,10.09,NG,2/5/2022 15:12,few clouds
316,Tual,-5.6667,132.75,82.6,80,100,9.17,ID,2/5/2022 15:02,overcast clouds
317,Pangody,65.85,74.4859,-14.33,100,88,4.65,RU,2/5/2022 15:04,overcast clouds
318,Whitehorse,60.7161,-135.0538,6.31,77,62,8.01,CA,2/5/2022 15:07,broken clouds
319,Qabaqcol,41.72,46.2647,41.04,32,48,11.65,AZ,2/5/2022 15:12,scattered clouds
320,Bressanone,46.715,11.656,51.82,71,7,4,IT,2/5/2022 15:12,clear sky
321,Hem,50.6526,3.1868,48.79,61,75,5.01,FR,2/5/2022 15:12,broken clouds
322,Coquimbo,-29.9533,-71.3436,67.73,77,20,16.11,CL,2/5/2022 15:07,few clouds
323,Vostok,46.4856,135.8833,-8.7,99,100,3.06,RU,2/5/2022 15:03,overcast clouds
324,Goundam,16.4145,-3.6708,86.29,6,0,13.24,ML,2/5/2022 15:12,clear sky
325,Jinxiang,27.4327,120.6062,47.28,73,97,13.89,CN,2/5/2022 15:12,overcast clouds
326,Salalah,17.0151,54.0924,77.09,69,20,9.22,OM,2/5/2022 15:11,few clouds
327,Wattegama,6.7989,81.4808,70.56,88,7,5.01,LK,2/5/2022 15:12,clear sky
328,Ambulu,-8.345,113.6058,76.77,90,74,2.06,ID,2/5/2022 15:12,broken clouds
329,Barwani,22.0333,74.9,71.58,19,1,4.45,IN,2/5/2022 15:12,clear sky
330,Maku,39.2911,44.4521,18.95,72,24,8.68,IR,2/5/2022 15:12,few clouds
331,Praya,14.9215,-23.5087,81.14,39,0,17.27,CV,2/5/2022 15:08,clear sky
332,Saint Anthony,45.0205,-93.218,7.93,70,100,7,US,2/5/2022 15:12,overcast clouds
333,Santa Fe,-31.6333,-60.7,77.02,55,0,11.01,AR,2/5/2022 15:11,clear sky
334,Springbok,-29.6643,17.8865,91.04,20,36,18.81,ZA,2/5/2022 15:12,scattered clouds
335,Vanimo,-2.6741,141.3028,78.94,86,98,7.11,PG,2/5/2022 15:09,overcast clouds
336,Grand Forks,47.9417,-97.4337,4.93,92,100,18.41,US,2/5/2022 14:59,light snow
337,Lumby,50.2498,-118.969,30.04,95,50,4.29,CA,2/5/2022 15:12,scattered clouds
338,Dwarka,22.2394,68.9678,71.55,61,0,7.65,IN,2/5/2022 15:12,clear sky
339,Soe,-9.8607,124.284,67.3,95,98,2.93,ID,2/5/2022 15:12,overcast clouds
340,Port Hardy,50.6996,-127.4199,40.75,87,82,4.83,CA,2/5/2022 15:12,broken clouds
341,Freeport,40.6576,-73.5832,27.1,70,75,10,US,2/5/2022 15:12,broken clouds
342,Fort Saint James,54.4333,-124.25,37.36,70,100,10.22,CA,2/5/2022 15:12,overcast clouds
343,Broken Hill,-31.95,141.4333,71.35,34,6,13.71,AU,2/5/2022 15:12,clear sky
344,Tuatapere,-46.1333,167.6833,43.07,91,7,3.96,NZ,2/5/2022 15:06,clear sky
345,High Level,58.5169,-117.136,-5.26,100,100,1.41,CA,2/5/2022 15:05,overcast clouds
346,Antalaha,-14.9003,50.2788,80.13,76,100,3.2,MG,2/5/2022 15:12,light rain
347,Taywarah,33.35,64.4167,28.44,92,100,3.89,AF,2/5/2022 15:12,snow
348,George Town,5.4112,100.3354,81.9,77,40,3.44,MY,2/5/2022 15:09,light rain
349,Humaita,-7.5061,-63.0208,82.09,73,100,3.58,BR,2/5/2022 15:06,overcast clouds
350,Thai Binh,20.45,106.3333,57.2,72,96,7.07,VN,2/5/2022 15:11,overcast clouds
351,Ajdabiya,30.7554,20.2263,62.73,42,0,9.1,LY,2/5/2022 15:12,clear sky
352,Belyy Yar,53.6039,91.3903,-5.91,84,100,2.24,RU,2/5/2022 15:12,fog
353,Pingliang,35.5392,106.6861,18.54,96,100,0.92,CN,2/5/2022 15:12,light snow
354,Kolaras,25.2333,77.6,58.33,35,0,5.5,IN,2/5/2022 15:12,clear sky
355,Moose Factory,51.2585,-80.6094,-12.55,94,33,5.26,CA,2/5/2022 15:12,scattered clouds
356,Ewa Beach,21.3156,-158.0072,72.7,83,0,3,US,2/5/2022 15:10,clear sky
357,Mahebourg,-20.4081,57.7,80.26,81,100,16.82,MU,2/5/2022 15:12,overcast clouds
358,Banda Aceh,5.5577,95.3222,79.47,80,72,7.72,ID,2/5/2022 15:12,heavy intensity rain
359,Khuzhir,53.1939,107.3397,11.3,92,96,0.78,RU,2/5/2022 15:12,overcast clouds
360,Olafsvik,64.8945,-23.7142,29.35,66,100,20,IS,2/5/2022 15:12,light snow
361,Rio Gallegos,-51.6226,-69.2181,66.25,32,40,14.97,AR,2/5/2022 15:12,scattered clouds
362,Kailua,21.4022,-157.7394,72.75,84,0,6.2,US,2/5/2022 15:12,clear sky
363,Marsh Harbour,26.5412,-77.0636,73.51,59,0,1.7,BS,2/5/2022 15:12,clear sky
364,Nemuro,43.3236,145.575,22.59,70,93,21.59,JP,2/5/2022 15:03,overcast clouds
365,Meulaboh,4.1363,96.1285,76.06,90,100,7.49,ID,2/5/2022 15:08,moderate rain
366,Puerto Penasco,31.3167,-113.5333,48.9,35,0,9.22,MX,2/5/2022 15:12,clear sky
367,Umm Lajj,25.0213,37.2685,66.94,54,0,18.54,SA,2/5/2022 15:12,clear sky
368,Tuy Hoa,13.0833,109.3,72.25,89,93,14.83,VN,2/5/2022 15:12,overcast clouds
369,Nalut,30.3333,10.85,70.52,13,43,7.76,LY,2/5/2022 15:12,scattered clouds
370,Prince Rupert,54.3161,-130.3201,38.88,87,100,8.39,CA,2/5/2022 15:11,overcast clouds
371,Rocha,-34.4833,-54.3333,78.44,59,80,7.83,UY,2/5/2022 15:03,broken clouds
372,Prabumulih,-3.45,104.25,73.8,98,99,2.35,ID,2/5/2022 15:12,overcast clouds
373,Morondava,-20.2833,44.2833,79.32,86,97,21.77,MG,2/5/2022 15:12,moderate rain
374,Youkounkoun,12.5333,-13.1333,102.81,6,0,3.83,GN,2/5/2022 15:12,clear sky
375,Miramar,25.9873,-80.2323,80.02,75,0,0,US,2/5/2022 15:12,clear sky
376,Kirakira,-10.4544,161.9205,80.92,86,89,5.82,SB,2/5/2022 15:12,overcast clouds
377,San Francisco De Macoris,19.2952,-70.2554,77.68,61,11,3,DO,2/5/2022 15:11,few clouds
378,Erfurt,50.9833,11.0333,42.78,71,75,17.27,DE,2/5/2022 15:12,broken clouds
379,Sandwick,60,-1.25,42.62,65,40,46.04,GB,2/5/2022 15:12,scattered clouds
380,Caloundra,-26.8,153.1333,69.89,74,100,1.99,AU,2/5/2022 15:12,light rain
381,Jasper,37.2001,-94.3502,27.36,66,0,5.01,US,2/5/2022 15:09,clear sky
382,Disna,55.568,28.1971,32.86,98,100,11.39,BY,2/5/2022 15:12,snow
383,Mwene-Ditu,-7,23.45,77.61,70,84,2.19,CD,2/5/2022 15:12,broken clouds
384,Restrepo,3.822,-76.5224,67.66,84,97,1.83,CO,2/5/2022 15:12,overcast clouds
385,Mezhdurechensk,53.6942,88.0603,10.13,97,89,2.04,RU,2/5/2022 15:12,overcast clouds
386,Inuvik,68.3499,-133.7218,-39.24,67,0,0,CA,2/5/2022 15:08,clear sky
387,Boca Do Acre,-8.7522,-67.3978,78.26,76,100,3.22,BR,2/5/2022 15:12,overcast clouds
388,Police,53.5521,14.5718,43.66,79,66,4,PL,2/5/2022 15:12,broken clouds
389,Benjamin Constant,-4.3831,-70.0311,80.65,89,75,4.61,BR,2/5/2022 15:12,broken clouds
390,Sarangani,5.4033,125.4636,81.72,80,47,26.84,PH,2/5/2022 15:12,scattered clouds
391,Ilo,-17.6394,-71.3375,74.26,64,75,9.22,PE,2/5/2022 15:12,broken clouds
392,Lagoa,39.05,-27.9833,58.42,71,55,16.13,PT,2/5/2022 15:12,broken clouds
393,Anadyr,64.75,177.4833,-21.3,95,5,2.75,RU,2/5/2022 15:12,clear sky
394,Ust-Kuyga,70.0167,135.6,-43.64,100,100,3.18,RU,2/5/2022 15:05,overcast clouds
395,Lavrentiya,65.5833,-171,-18.38,94,29,8.48,RU,2/5/2022 15:12,scattered clouds
396,Iqaluit,63.7506,-68.5145,-29.31,66,100,3,CA,2/5/2022 15:13,overcast clouds
397,Oussouye,12.485,-16.5469,96.8,13,0,3.2,SN,2/5/2022 15:13,clear sky
398,Jiaonan,35.8786,119.9753,28.36,36,92,6.17,CN,2/5/2022 15:13,overcast clouds
399,Houma,29.5958,-90.7195,37.99,66,0,12.66,US,2/5/2022 15:04,clear sky
400,Matay,28.419,30.7792,61.29,38,0,10.09,EG,2/5/2022 15:13,clear sky
401,Alice Springs,-23.7,133.8833,62.15,77,0,0,AU,2/5/2022 15:13,clear sky
402,Svetlaya,46.5389,138.3297,7.84,70,97,10.78,RU,2/5/2022 15:13,overcast clouds
403,Ushtobe,45.2514,77.9838,17.91,84,5,7.96,KZ,2/5/2022 15:05,clear sky
404,Eyl,7.9803,49.8164,76.46,64,9,15.61,SO,2/5/2022 15:05,clear sky
405,Lata,40.1629,-8.3327,67.5,45,4,7.58,PT,2/5/2022 15:13,clear sky
406,Port Keats,-14.25,129.55,79.18,80,100,3.74,AU,2/5/2022 15:13,overcast clouds
407,Saran,47.9501,1.876,50.83,65,75,13.8,FR,2/5/2022 15:12,broken clouds
408,Deputatskiy,69.3,139.9,-27.63,96,100,3.09,RU,2/5/2022 15:13,overcast clouds
409,Nuuk,64.1835,-51.7216,7.41,78,75,12.66,GL,2/5/2022 15:09,light shower snow
410,Yerbogachen,61.2767,108.0108,10.08,95,100,7.11,RU,2/5/2022 15:06,light snow
411,Muros,42.7762,-9.0603,57.99,55,16,11.43,ES,2/5/2022 15:13,few clouds
412,Provost,52.3501,-110.2683,14.18,97,88,4.7,CA,2/5/2022 15:13,overcast clouds
413,Road Town,18.4167,-64.6167,75.24,88,40,9.22,VG,2/5/2022 15:13,light intensity shower rain
414,Atambua,-9.1061,124.8925,75.18,85,95,0.31,ID,2/5/2022 15:13,overcast clouds
415,Austin,30.2672,-97.7431,34.86,84,0,1.99,US,2/5/2022 15:13,clear sky
416,Wasilla,61.5814,-149.4394,28.4,78,100,0,US,2/5/2022 15:06,light snow
417,Jijiga,9.35,42.8,72.66,9,93,16.33,ET,2/5/2022 15:13,overcast clouds
418,San Cristobal,7.7669,-72.225,68.18,56,79,2.66,VE,2/5/2022 15:05,broken clouds
419,Miandrivazo,-19.5167,45.4667,76.66,86,100,5.75,MG,2/5/2022 15:13,light rain
420,Elko,41.0002,-115.5012,21.63,78,86,4,US,2/5/2022 15:13,overcast clouds
421,Teya,60.3778,92.6267,19.08,90,100,9.1,RU,2/5/2022 15:13,overcast clouds
422,Uray,60.1247,64.7758,20.95,96,100,6.69,RU,2/5/2022 15:13,light snow
423,Gornopravdinsk,60.05,69.9,21.56,96,100,5.5,RU,2/5/2022 15:04,overcast clouds
424,Djibo,14.1022,-1.6306,87.1,6,1,12.88,BF,2/5/2022 15:13,clear sky
425,Barra Patuca,15.8,-84.2833,78.51,80,6,10.51,HN,2/5/2022 15:13,clear sky
426,Lasa,46.6166,10.7002,51.3,85,15,4.74,IT,2/5/2022 15:13,few clouds
427,Dali,25.7,100.1833,42.58,90,62,4.92,CN,2/5/2022 15:13,broken clouds
428,Panaba,21.2833,-88.2667,76.3,75,36,13.13,MX,2/5/2022 15:07,scattered clouds
429,Evensk,61.95,159.2333,16.92,41,85,21.74,RU,2/5/2022 15:13,overcast clouds
430,Laguna,38.421,-121.4238,52.3,88,0,0,US,2/5/2022 15:13,mist
431,Klaksvik,62.2266,-6.589,36.52,69,99,41.38,FO,2/5/2022 15:04,overcast clouds
432,Flin Flon,54.7682,-101.865,-7.38,96,100,6.44,CA,2/5/2022 15:13,overcast clouds
433,Ravar,31.2656,56.8055,61.09,33,5,27.2,IR,2/5/2022 15:13,clear sky
434,Birzai,56.2,24.75,33.69,87,100,13.18,LT,2/5/2022 15:13,overcast clouds
435,Mosquera,4.7059,-74.2302,60.89,77,75,4.61,CO,2/5/2022 15:13,fog
436,Marinette,45.1,-87.6307,5.49,85,100,4.61,US,2/5/2022 15:13,overcast clouds
437,Faya,18.3851,42.4509,59.52,65,10,6.24,SA,2/5/2022 15:13,clear sky
438,Zyryanovsk,49.7386,84.2719,-11.7,96,16,2.37,KZ,2/5/2022 15:13,few clouds
439,Scarborough,54.2797,-0.4044,48.52,80,100,10,GB,2/5/2022 15:12,overcast clouds
440,Zhangye,38.9342,100.4517,19.96,60,100,3.67,CN,2/5/2022 15:05,overcast clouds
441,Puerto Baquerizo Moreno,-0.9,-89.6,79.79,78,40,16.11,EC,2/5/2022 15:10,scattered clouds
442,Athabasca,54.7169,-113.2854,14.65,96,100,3.67,CA,2/5/2022 15:13,snow
443,Dum Duma,27.5667,95.5667,56.64,93,81,3.33,IN,2/5/2022 15:13,moderate rain
444,Boshnyakovo,49.6333,142.1667,6.78,94,100,13.49,RU,2/5/2022 15:13,overcast clouds
445,San Felipe,10.3399,-68.7425,82.45,48,15,7.58,VE,2/5/2022 15:13,few clouds
446,Shingu,33.7333,135.9833,38.91,65,13,12.21,JP,2/5/2022 15:08,few clouds
447,Nanhai,30.1282,111.7784,41.63,65,77,7.09,CN,2/5/2022 15:13,broken clouds
448,Bratsk,56.1325,101.6142,21.34,92,100,10.42,RU,2/5/2022 15:13,light snow
449,Carberry,49.8689,-99.3602,-1.97,97,100,7,CA,2/5/2022 15:13,light snow
450,Cockburn Town,21.4612,-71.1419,76.06,70,4,20.96,TC,2/5/2022 15:13,clear sky
451,Hay River,60.8156,-115.7999,-3.42,98,100,5.61,CA,2/5/2022 15:13,overcast clouds
452,Sioux Lookout,50.1001,-91.917,-3.62,96,100,7.87,CA,2/5/2022 15:13,light snow
453,Tessalit,20.1986,1.0114,78.4,7,0,9.04,ML,2/5/2022 15:06,clear sky
454,Zhezkazgan,47.8043,67.7144,13.98,79,0,20.13,KZ,2/5/2022 15:13,clear sky
455,Mastic Beach,40.7668,-72.8521,26.49,70,20,7,US,2/5/2022 15:13,few clouds
456,Menongue,-14.6585,17.691,65.08,84,100,7.87,AO,2/5/2022 15:13,overcast clouds
457,Soderhamn,61.3037,17.0592,31.98,73,56,8.48,SE,2/5/2022 15:13,broken clouds
458,Khasan,42.4308,130.6434,12.65,56,12,20.24,RU,2/5/2022 15:13,few clouds
459,Tete,-16.1564,33.5867,84.29,74,75,4.61,MZ,2/5/2022 15:13,broken clouds
460,Cayenne,4.9333,-52.3333,84.24,80,75,5.99,GF,2/5/2022 15:13,broken clouds
461,Oyama,36.3,139.8,38.59,29,0,7.47,JP,2/5/2022 15:04,clear sky
462,Ballina,-28.8667,153.5667,64.44,96,89,20.15,AU,2/5/2022 15:05,overcast clouds
463,Zhigansk,66.7697,123.3711,-33.7,100,100,4.81,RU,2/5/2022 15:13,overcast clouds
464,Katherine,-14.4667,132.2667,77.32,88,100,4.61,AU,2/5/2022 15:13,overcast clouds
465,Qasigiannguit,68.8193,-51.1922,7.05,78,100,4.74,GL,2/5/2022 15:13,overcast clouds
466,Wad Madani,14.4012,33.5199,77.4,11,2,16.71,SD,2/5/2022 15:13,clear sky
467,Tombouctou,20,-3,80.29,7,1,9.6,ML,2/5/2022 15:13,clear sky
468,Batagay-Alyta,67.8006,130.4114,-25.71,98,49,3.53,RU,2/5/2022 15:13,scattered clouds
469,Zyryanka,65.75,150.85,-41.57,100,51,1.52,RU,2/5/2022 15:13,broken clouds
470,Khandbari,27.3747,87.2039,47.41,86,54,1.61,NP,2/5/2022 15:13,broken clouds
471,Coari,-4.085,-63.1414,85.28,63,97,1.25,BR,2/5/2022 15:13,overcast clouds
472,Maridi,4.9158,29.4742,91.42,13,78,9.01,SS,2/5/2022 15:13,broken clouds
473,San Juan,-31.5375,-68.5364,69.8,51,93,18.63,AR,2/5/2022 15:08,overcast clouds
474,Port Moresby,-9.4431,147.1797,76.51,88,100,6.13,PG,2/5/2022 15:13,moderate rain
475,Sabha,27.0377,14.4283,67.64,15,0,4.59,LY,2/5/2022 15:13,clear sky
476,Tevaitoa,-16.7833,-151.5,80.04,74,12,14.45,PF,2/5/2022 15:13,few clouds
477,Barbosa Ferraz,-24.03,-52.0117,80.31,87,99,5.93,BR,2/5/2022 15:13,overcast clouds
478,Homer,59.6425,-151.5483,39.09,85,100,5.75,US,2/5/2022 15:13,overcast clouds
479,Moranbah,-22.0016,148.0466,72.5,66,61,13.31,AU,2/5/2022 15:13,broken clouds
480,Jacareacanga,-6.2222,-57.7528,83.73,73,100,2.26,BR,2/5/2022 15:13,overcast clouds
481,Adrar,20.5022,-10.0711,83.21,6,57,8.39,MR,2/5/2022 15:13,broken clouds
482,Puro,12.4841,123.3827,77.11,77,83,14.7,PH,2/5/2022 15:13,broken clouds
483,Ushumun,52.7833,126.5333,-3.44,87,73,6.26,RU,2/5/2022 15:13,broken clouds
484,Estevan,49.1334,-102.9842,25.14,94,100,6.91,CA,2/5/2022 15:13,overcast clouds
485,Yar-Sale,66.8333,70.8333,-11.22,100,58,3.83,RU,2/5/2022 15:13,broken clouds
486,San Patricio,28.017,-97.5169,37.92,54,3,8.08,US,2/5/2022 15:13,clear sky
487,Caronport,50.4501,-105.8179,16.68,96,100,2.64,CA,2/5/2022 15:13,overcast clouds
488,Wana,32.2989,69.5725,45.25,60,83,4.5,PK,2/5/2022 15:13,broken clouds
489,Bemidji,47.4736,-94.8803,4.68,86,100,13.8,US,2/5/2022 15:11,overcast clouds
490,Pinehurst,35.1954,-79.4695,42.78,52,0,11.5,US,2/5/2022 15:11,clear sky
491,Burnie,-41.0667,145.9167,60.94,92,99,11.43,AU,2/5/2022 15:13,overcast clouds
492,Akyab,20.15,92.9,71.6,81,12,6.78,MM,2/5/2022 15:13,few clouds
493,Kankaanpaa,61.8,22.4167,31.8,87,100,8.48,FI,2/5/2022 15:13,overcast clouds
494,Eluru,16.7,81.1,77.09,85,58,3.44,IN,2/5/2022 15:13,broken clouds
495,Kawalu,-7.3817,108.2082,74.44,94,100,1.39,ID,2/5/2022 15:13,light rain
496,Half Moon Bay,37.4636,-122.4286,53.92,76,0,0,US,2/5/2022 15:13,clear sky
497,Caimito,8.8123,-75.4107,83.64,65,20,7.02,CO,2/5/2022 15:13,few clouds
498,Wadi Musa,30.3222,35.4793,41.32,72,74,10.58,JO,2/5/2022 15:13,broken clouds
499,Deer Lake,49.1667,-57.4316,21.38,94,100,12.73,CA,2/5/2022 15:13,snow
500,Bulgan,48.8125,103.5347,-3.14,87,22,4.72,MN,2/5/2022 15:13,few clouds
501,Belmonte,-15.8631,-38.8828,81.1,78,100,7.94,BR,2/5/2022 15:13,overcast clouds
502,Beyneu,45.3167,55.2,36.73,87,100,17.69,KZ,2/5/2022 15:13,overcast clouds
503,Huarmey,-10.0681,-78.1522,74.01,75,18,7.92,PE,2/5/2022 15:13,few clouds
504,Eureka,40.8021,-124.1637,44.26,82,98,6.17,US,2/5/2022 15:13,overcast clouds
505,Honiara,-9.4333,159.95,79.38,89,97,2.51,SB,2/5/2022 15:13,overcast clouds
506,Qovlar,40.948,45.735,40.05,43,31,14.76,AZ,2/5/2022 15:13,scattered clouds
507,Susangerd,31.5608,48.1831,62.62,39,0,7.11,IR,2/5/2022 15:09,clear sky
508,Chirongui,-12.9319,45.1483,85.93,76,80,15.35,YT,2/5/2022 15:13,broken clouds
509,Port Shepstone,-30.7414,30.455,72.72,78,100,11.83,ZA,2/5/2022 15:13,light rain
510,Lagunas,-5.2269,-75.6753,88.77,53,58,1.99,PE,2/5/2022 15:13,broken clouds
511,Savinka,50.0785,47.0994,13.33,95,68,9.64,RU,2/5/2022 15:13,broken clouds
512,Hobyo,5.3505,48.5268,77.85,67,14,14.9,SO,2/5/2022 15:13,few clouds
513,Alindao,5.0267,21.2088,98.44,13,41,4.05,CF,2/5/2022 15:13,scattered clouds
514,Rozivka,46.9385,35.7724,28.6,62,83,5.73,UA,2/5/2022 15:13,broken clouds
515,Norman Wells,65.282,-126.8329,-12.42,95,92,6.29,CA,2/5/2022 15:13,overcast clouds
516,Aurangabad,19.8833,75.3333,70.23,24,40,3.98,IN,2/5/2022 15:13,scattered clouds
517,Pokhara,28.2333,83.9833,46.89,75,48,5.64,NP,2/5/2022 15:13,scattered clouds
518,Arlit,18.7369,7.3853,79.9,7,0,3.78,NE,2/5/2022 15:13,clear sky
519,Moree,-29.4667,149.85,64.42,63,8,9.22,AU,2/5/2022 15:13,clear sky
520,Koutiala,12.3917,-5.4642,92.43,6,1,6.33,ML,2/5/2022 15:09,clear sky
521,Terrace,54.5163,-128.6035,41.43,99,100,4.27,CA,2/5/2022 15:13,light rain
522,Udachnyy,66.4167,112.4,-30.89,100,78,3.83,RU,2/5/2022 15:13,broken clouds
523,Mandeville,18.0417,-77.5071,73.45,54,6,6.93,JM,2/5/2022 15:13,clear sky
524,Znamenskoye,57.1281,73.8282,18.32,87,100,6.08,RU,2/5/2022 15:13,overcast clouds
525,Sagua La Grande,22.8067,-80.0756,77.99,56,0,10.16,CU,2/5/2022 15:13,clear sky
526,Richards Bay,-28.783,32.0377,73.49,85,98,11.77,ZA,2/5/2022 15:13,light rain
527,Heihe,50.2441,127.4902,-5.69,96,64,6.11,CN,2/5/2022 15:13,broken clouds
528,Nara,34.6851,135.8049,36.68,62,22,11.72,JP,2/5/2022 15:13,few clouds
529,Kurilsk,45.2333,147.8833,22.41,90,100,14.47,RU,2/5/2022 15:13,light snow
530,Touros,-5.1989,-35.4608,88.7,52,30,13.8,BR,2/5/2022 15:13,scattered clouds
531,Botwood,49.1499,-55.3482,24.31,95,100,10.74,CA,2/5/2022 15:13,snow
532,Hohhot,40.8106,111.6522,15.01,56,40,1.77,CN,2/5/2022 15:13,scattered clouds
533,Cabra,37.4725,-4.4421,63.84,52,91,3.13,ES,2/5/2022 15:13,overcast clouds
534,Naze,28.3667,129.4833,51.62,63,65,17.76,JP,2/5/2022 15:14,broken clouds
535,Temir,49.1414,57.13,22.01,94,100,9.28,KZ,2/5/2022 15:14,overcast clouds
536,Mattru,7.6244,-11.8332,100.9,24,46,1.77,SL,2/5/2022 15:14,scattered clouds
537,Pedernales,18.0384,-71.744,78.89,65,16,4.38,DO,2/5/2022 15:14,few clouds
538,Hudiksvall,61.729,17.1036,29.37,76,40,8.59,SE,2/5/2022 15:14,scattered clouds
539,Matamoros,25.5333,-103.25,37.51,65,40,4.61,MX,2/5/2022 15:12,scattered clouds
540,Sao Filipe,14.8961,-24.4956,75.54,64,0,6.91,CV,2/5/2022 15:14,clear sky
541,Tautira,-17.7333,-149.15,75.22,74,30,14.65,PF,2/5/2022 15:14,scattered clouds
542,Bastia,42.6667,9.3333,58.33,83,75,4.61,FR,2/5/2022 15:14,broken clouds
543,Cheremukhovo,60.3484,59.9851,16.16,95,100,5.48,RU,2/5/2022 15:14,light snow
544,Toora-Khem,52.4675,96.11,-6,98,94,1.74,RU,2/5/2022 15:14,overcast clouds
545,Quesnel,52.9999,-122.5029,27.1,93,100,4.61,CA,2/5/2022 15:14,mist
546,Maputo,-25.9653,32.5892,81.43,64,41,15.9,MZ,2/5/2022 15:14,scattered clouds
547,Channel-Port Aux Basques,47.5702,-59.1367,26.92,89,100,2.44,CA,2/5/2022 15:14,overcast clouds
548,Santa Cruz,-17.8,-63.1667,80.06,78,75,14.97,BO,2/5/2022 15:12,broken clouds
